Time-stamp [msec];average number of samplings per node;average hopcount of received frames;average number of received sourced frames per node;relative delivery error [%];average energy of nodes [%];average communication energy of nodes [%];average number of extreme samplings per node;rate of alive nodes [%]
356500;5.775000;3.049637;3.441667;40.404040;42.408304;26.459006;2.900000;90.000000
356600;5.775000;3.049637;3.441667;40.404040;42.408290;26.459006;2.900000;90.000000
356700;5.775000;3.049637;3.441667;40.404040;42.408275;26.459006;2.900000;90.000000
356800;5.775000;3.049637;3.441667;40.404040;42.408261;26.459006;2.900000;90.000000
356900;5.775000;3.049637;3.441667;40.404040;42.408247;26.459006;2.900000;90.000000
357000;5.775000;3.049637;3.441667;40.404040;42.408233;26.459006;2.900000;90.000000
357100;5.775000;3.049637;3.441667;40.404040;42.408219;26.459006;2.900000;90.000000
357200;5.775000;3.049637;3.441667;40.404040;42.408205;26.459006;2.900000;90.000000
357300;5.775000;3.049637;3.441667;40.404040;42.408191;26.459006;2.900000;90.000000
357400;5.775000;3.049637;3.441667;40.404040;42.408177;26.459006;2.900000;90.000000
357500;5.775000;3.049637;3.441667;40.404040;42.408162;26.459006;2.900000;90.000000
357600;5.775000;3.049637;3.441667;40.404040;42.408148;26.459006;2.900000;90.000000
357700;5.775000;3.049637;3.441667;40.404040;42.408134;26.459006;2.900000;90.000000
357800;5.775000;3.049637;3.441667;40.404040;42.408120;26.459006;2.900000;90.000000
357900;5.775000;3.049637;3.441667;40.404040;42.408106;26.459006;2.900000;90.000000
358000;5.775000;3.049637;3.441667;40.404040;42.408092;26.459006;2.900000;90.000000
358100;5.775000;3.049637;3.441667;40.404040;42.408078;26.459006;2.900000;90.000000
358200;5.775000;3.049637;3.441667;40.404040;42.408063;26.459006;2.900000;90.000000
358300;5.775000;3.049637;3.441667;40.404040;42.408049;26.459006;2.900000;90.000000
358400;5.775000;3.049637;3.441667;40.404040;42.408035;26.459006;2.900000;90.000000
358500;5.775000;3.049637;3.441667;40.404040;42.408021;26.459006;2.900000;90.000000
358600;5.775000;3.049637;3.441667;40.404040;42.408007;26.459006;2.900000;90.000000
358700;5.775000;3.049637;3.441667;40.404040;42.407993;26.459006;2.900000;90.000000
358800;5.775000;3.049637;3.441667;40.404040;42.407979;26.459006;2.900000;90.000000
358900;5.775000;3.049637;3.441667;40.404040;42.407965;26.459006;2.900000;90.000000
359000;5.775000;3.049637;3.441667;40.404040;42.407950;26.459006;2.900000;90.000000
359100;5.775000;3.049637;3.441667;40.404040;42.407936;26.459006;2.900000;90.000000
359200;5.775000;3.049637;3.441667;40.404040;42.407922;26.459006;2.900000;90.000000
359300;5.775000;3.049637;3.441667;40.404040;42.407908;26.459006;2.900000;90.000000
359400;5.775000;3.049637;3.441667;40.404040;42.407894;26.459006;2.900000;90.000000
359500;5.775000;3.049637;3.441667;40.404040;42.407880;26.459006;2.900000;90.000000
359600;5.775000;3.049637;3.441667;40.404040;42.407866;26.459006;2.900000;90.000000
359700;5.775000;3.049637;3.441667;40.404040;42.407851;26.459006;2.900000;90.000000
359800;5.775000;3.049637;3.441667;40.404040;42.393743;26.459006;2.900000;90.000000
359900;5.775000;3.049637;3.441667;40.404040;42.305479;26.459006;2.900000;90.000000
360000;5.775000;3.049637;3.441667;40.404040;42.217214;26.459006;2.900000;90.000000
360100;5.775000;3.049637;3.441667;40.404040;42.128949;26.459006;2.900000;90.000000
360200;6.241667;3.051136;3.666667;41.255007;40.479118;27.873444;2.900000;89.166667
360300;6.241667;3.051136;3.666667;41.255007;40.392180;27.873444;2.900000;89.166667
360400;6.241667;3.051136;3.666667;41.255007;40.305243;27.873444;2.900000;89.166667
360500;6.241667;3.051136;3.666667;41.255007;40.218305;27.873444;2.900000;89.166667
360600;6.241667;3.051136;3.666667;41.255007;40.131368;27.873444;2.900000;89.166667
360700;6.241667;3.051136;3.666667;41.255007;40.044430;27.873444;2.900000;89.166667
360800;6.241667;3.051136;3.666667;41.255007;39.957493;27.873444;2.900000;89.166667
360900;6.241667;3.051136;3.666667;41.255007;39.870555;27.873444;2.900000;89.166667
361000;6.241667;3.051136;3.666667;41.255007;39.783618;27.873444;2.900000;89.166667
361100;6.241667;3.051136;3.666667;41.255007;39.696680;27.873444;2.900000;89.166667
361200;6.241667;3.051136;3.666667;41.255007;39.609743;27.873444;2.900000;89.166667
361300;6.241667;3.051136;3.666667;41.255007;39.522805;27.873444;2.900000;89.166667
361400;6.241667;3.051136;3.666667;41.255007;39.435868;27.873444;2.900000;89.166667
361500;6.241667;3.051136;3.666667;41.255007;39.348930;27.873444;2.900000;89.166667
361600;6.241667;3.051136;3.666667;41.255007;39.261993;27.873444;2.900000;89.166667
361700;6.241667;3.051136;3.666667;41.255007;39.175055;27.873444;2.900000;89.166667
361800;6.241667;3.051136;3.666667;41.255007;39.088118;27.873444;2.900000;89.166667
361900;6.241667;3.051136;3.666667;41.255007;39.001180;27.873444;2.900000;89.166667
362000;6.241667;3.051136;3.666667;41.255007;38.914243;27.873444;2.900000;89.166667
362100;6.241667;3.051136;3.666667;41.255007;38.827305;27.873444;2.900000;89.166667
362200;6.241667;3.051136;3.666667;41.255007;38.740368;27.873444;2.900000;89.166667
362300;6.241667;3.051136;3.666667;41.255007;38.653430;27.873444;2.900000;89.166667
362400;6.241667;3.051136;3.666667;41.255007;38.566493;27.873444;2.900000;89.166667
362500;6.241667;3.051136;3.666667;41.255007;38.479555;27.873444;2.900000;89.166667
362600;6.241667;3.051136;3.666667;41.255007;38.392618;27.873444;2.900000;89.166667
362700;6.241667;3.051136;3.666667;41.255007;38.305680;27.873444;2.900000;89.166667
362800;6.241667;3.051136;3.666667;41.255007;38.218743;27.873444;2.900000;89.166667
362900;6.250000;3.046485;3.675000;41.200000;38.125143;27.879468;2.908333;89.166667
363000;6.250000;3.046485;3.675000;41.200000;38.038205;27.879468;2.908333;89.166667
363100;6.250000;3.046485;3.675000;41.200000;37.951268;27.879468;2.908333;89.166667
363200;6.250000;3.046485;3.675000;41.200000;37.864330;27.879468;2.908333;89.166667
363300;6.250000;3.046485;3.675000;41.200000;37.777393;27.879468;2.908333;89.166667
363400;6.250000;3.046485;3.675000;41.200000;37.690455;27.879468;2.908333;89.166667
363500;6.250000;3.046485;3.675000;41.200000;37.603518;27.879468;2.908333;89.166667
363600;6.250000;3.046485;3.675000;41.200000;37.516580;27.879468;2.908333;89.166667
363700;6.250000;3.046485;3.675000;41.200000;37.429643;27.879468;2.908333;89.166667
363800;6.250000;3.046485;3.675000;41.200000;37.342705;27.879468;2.908333;89.166667
363900;6.250000;3.046485;3.675000;41.200000;37.255768;27.879468;2.908333;89.166667
364000;6.250000;3.046485;3.675000;41.200000;37.168830;27.879468;2.908333;89.166667
364100;6.250000;3.046485;3.675000;41.200000;37.081893;27.879468;2.908333;89.166667
364200;6.250000;3.046485;3.675000;41.200000;36.994955;27.879468;2.908333;89.166667
364300;6.250000;3.046485;3.675000;41.200000;36.908822;27.879468;2.908333;88.333333
364400;6.250000;3.046485;3.675000;41.200000;36.822697;27.879468;2.908333;88.333333
364500;6.250000;3.046485;3.675000;41.200000;36.736572;27.879468;2.908333;88.333333
364600;6.250000;3.046485;3.675000;41.200000;36.650447;27.879468;2.908333;88.333333
364700;6.250000;3.046485;3.675000;41.200000;36.564322;27.879468;2.908333;88.333333
364800;6.250000;3.046485;3.675000;41.200000;36.483366;27.879468;2.908333;88.333333
364900;6.250000;3.046485;3.675000;41.200000;36.483352;27.879468;2.908333;88.333333
365000;6.250000;3.046485;3.675000;41.200000;36.483338;27.879468;2.908333;88.333333
365100;6.250000;3.046485;3.675000;41.200000;36.483324;27.879468;2.908333;88.333333
365200;6.250000;3.046485;3.675000;41.200000;36.483310;27.879468;2.908333;88.333333
365300;6.250000;3.046485;3.675000;41.200000;36.483296;27.879468;2.908333;88.333333
365400;6.250000;3.046485;3.675000;41.200000;36.483282;27.879468;2.908333;88.333333
365500;6.250000;3.046485;3.675000;41.200000;36.483269;27.879468;2.908333;88.333333
365600;6.250000;3.046485;3.675000;41.200000;36.483255;27.879468;2.908333;88.333333
365700;6.250000;3.046485;3.675000;41.200000;36.483241;27.879468;2.908333;88.333333
365800;6.250000;3.046485;3.675000;41.200000;36.483227;27.879468;2.908333;88.333333
365900;6.258333;3.041855;3.683333;41.145140;36.477565;27.884452;2.916667;88.333333
366000;6.266667;3.041855;3.683333;41.223404;36.477462;27.884456;2.925000;88.333333
366100;6.266667;3.041855;3.683333;41.223404;36.477448;27.884456;2.925000;88.333333
366200;6.266667;3.041855;3.683333;41.223404;36.477434;27.884456;2.925000;88.333333
366300;6.266667;3.041855;3.683333;41.223404;36.477420;27.884456;2.925000;88.333333
366400;6.266667;3.041855;3.683333;41.223404;36.477406;27.884456;2.925000;88.333333
366500;6.266667;3.041855;3.683333;41.223404;36.477392;27.884456;2.925000;88.333333
366600;6.266667;3.041855;3.683333;41.223404;36.477379;27.884456;2.925000;88.333333
366700;6.266667;3.041855;3.683333;41.223404;36.477365;27.884456;2.925000;88.333333
366800;6.266667;3.041855;3.683333;41.223404;36.477351;27.884456;2.925000;88.333333
366900;6.266667;3.041855;3.683333;41.223404;36.477337;27.884456;2.925000;88.333333
367000;6.266667;3.041855;3.683333;41.223404;36.477323;27.884456;2.925000;88.333333
367100;6.266667;3.041855;3.683333;41.223404;36.477309;27.884456;2.925000;88.333333
367200;6.266667;3.041855;3.683333;41.223404;36.477295;27.884456;2.925000;88.333333
367300;6.266667;3.041855;3.683333;41.223404;36.477281;27.884456;2.925000;88.333333
367400;6.266667;3.041855;3.683333;41.223404;36.477268;27.884456;2.925000;88.333333
367500;6.266667;3.041855;3.683333;41.223404;36.477254;27.884456;2.925000;88.333333
367600;6.266667;3.041855;3.683333;41.223404;36.477240;27.884456;2.925000;88.333333
367700;6.266667;3.041855;3.683333;41.223404;36.477226;27.884456;2.925000;88.333333
367800;6.266667;3.041855;3.683333;41.223404;36.477212;27.884456;2.925000;88.333333
367900;6.266667;3.041855;3.683333;41.223404;36.477198;27.884456;2.925000;88.333333
368000;6.266667;3.041855;3.683333;41.223404;36.477144;27.884456;2.925000;88.333333
368100;6.275000;3.041855;3.683333;41.301461;36.477040;27.884460;2.933333;88.333333
368200;6.275000;3.041855;3.683333;41.301461;36.477026;27.884460;2.933333;88.333333
368300;6.275000;3.041855;3.683333;41.301461;36.477012;27.884460;2.933333;88.333333
368400;6.275000;3.041855;3.683333;41.301461;36.476998;27.884460;2.933333;88.333333
368500;6.275000;3.041855;3.683333;41.301461;36.476984;27.884460;2.933333;88.333333
368600;6.275000;3.041855;3.683333;41.301461;36.476971;27.884460;2.933333;88.333333
368700;6.275000;3.041855;3.683333;41.301461;36.476957;27.884460;2.933333;88.333333
368800;6.275000;3.041855;3.683333;41.301461;36.476943;27.884460;2.933333;88.333333
368900;6.275000;3.041855;3.683333;41.301461;36.476929;27.884460;2.933333;88.333333
369000;6.275000;3.041855;3.683333;41.301461;36.476915;27.884460;2.933333;88.333333
369100;6.275000;3.041855;3.683333;41.301461;36.476901;27.884460;2.933333;88.333333
369200;6.275000;3.041855;3.683333;41.301461;36.476887;27.884460;2.933333;88.333333
369300;6.275000;3.041855;3.683333;41.301461;36.476874;27.884460;2.933333;88.333333
369400;6.283333;3.041855;3.683333;41.379310;36.444600;27.912278;2.941667;88.333333
369500;6.283333;3.041855;3.683333;41.379310;36.444402;27.912280;2.941667;88.333333
369600;6.283333;3.041855;3.683333;41.379310;36.444388;27.912280;2.941667;88.333333
369700;6.283333;3.041855;3.683333;41.379310;36.444374;27.912280;2.941667;88.333333
369800;6.283333;3.041855;3.683333;41.379310;36.444360;27.912280;2.941667;88.333333
369900;6.283333;3.041855;3.683333;41.379310;36.444346;27.912280;2.941667;88.333333
370000;6.283333;3.041855;3.683333;41.379310;36.444333;27.912280;2.941667;88.333333
370100;6.283333;3.041855;3.683333;41.379310;36.444319;27.912280;2.941667;88.333333
370200;6.283333;3.041855;3.683333;41.379310;36.444305;27.912280;2.941667;88.333333
370300;6.283333;3.041855;3.683333;41.379310;36.444291;27.912280;2.941667;88.333333
370400;6.283333;3.041855;3.683333;41.379310;36.444277;27.912280;2.941667;88.333333
370500;6.283333;3.041855;3.683333;41.379310;36.444263;27.912280;2.941667;88.333333
370600;6.283333;3.041855;3.683333;41.379310;36.444249;27.912280;2.941667;88.333333
370700;6.283333;3.041855;3.683333;41.379310;36.444235;27.912280;2.941667;88.333333
370800;6.283333;3.041855;3.683333;41.379310;36.444222;27.912280;2.941667;88.333333
370900;6.283333;3.041855;3.683333;41.379310;36.444208;27.912280;2.941667;88.333333
371000;6.283333;3.041855;3.683333;41.379310;36.444194;27.912280;2.941667;88.333333
371100;6.283333;3.041855;3.683333;41.379310;36.444180;27.912280;2.941667;88.333333
371200;6.283333;3.041855;3.683333;41.379310;36.444166;27.912280;2.941667;88.333333
371300;6.283333;3.041855;3.683333;41.379310;36.444152;27.912280;2.941667;88.333333
371400;6.283333;3.041855;3.683333;41.379310;36.444138;27.912280;2.941667;88.333333
371500;6.291667;3.037246;3.691667;41.324503;36.433754;27.921595;2.950000;88.333333
371600;6.291667;3.037246;3.691667;41.324503;36.433740;27.921595;2.950000;88.333333
371700;6.291667;3.037246;3.691667;41.324503;36.433726;27.921595;2.950000;88.333333
371800;6.291667;3.037246;3.691667;41.324503;36.433712;27.921595;2.950000;88.333333
371900;6.291667;3.037246;3.691667;41.324503;36.433698;27.921595;2.950000;88.333333
372000;6.291667;3.037246;3.691667;41.324503;36.433684;27.921595;2.950000;88.333333
372100;6.291667;3.037246;3.691667;41.324503;36.433670;27.921595;2.950000;88.333333
372200;6.291667;3.037246;3.691667;41.324503;36.433657;27.921595;2.950000;88.333333
372300;6.291667;3.037246;3.691667;41.324503;36.433643;27.921595;2.950000;88.333333
372400;6.291667;3.037246;3.691667;41.324503;36.433629;27.921595;2.950000;88.333333
372500;6.291667;3.037246;3.691667;41.324503;36.433615;27.921595;2.950000;88.333333
372600;6.291667;3.037246;3.691667;41.324503;36.433601;27.921595;2.950000;88.333333
372700;6.291667;3.037246;3.691667;41.324503;36.433587;27.921595;2.950000;88.333333
372800;6.291667;3.037246;3.691667;41.324503;36.433573;27.921595;2.950000;88.333333
372900;6.291667;3.037246;3.691667;41.324503;36.433559;27.921595;2.950000;88.333333
373000;6.291667;3.037246;3.691667;41.324503;36.433546;27.921595;2.950000;88.333333
373100;6.291667;3.037246;3.691667;41.324503;36.433532;27.921595;2.950000;88.333333
373200;6.291667;3.037246;3.691667;41.324503;36.433518;27.921595;2.950000;88.333333
373300;6.291667;3.037246;3.691667;41.324503;36.433504;27.921595;2.950000;88.333333
373400;6.291667;3.037246;3.691667;41.324503;36.433490;27.921595;2.950000;88.333333
373500;6.291667;3.037246;3.691667;41.324503;36.433476;27.921595;2.950000;88.333333
373600;6.291667;3.037246;3.691667;41.324503;36.433462;27.921595;2.950000;88.333333
373700;6.300000;3.037246;3.691667;41.402116;36.433318;27.921599;2.958333;88.333333
373800;6.300000;3.037246;3.691667;41.402116;36.433304;27.921599;2.958333;88.333333
373900;6.300000;3.037246;3.691667;41.402116;36.433290;27.921599;2.958333;88.333333
374000;6.300000;3.037246;3.691667;41.402116;36.433276;27.921599;2.958333;88.333333
374100;6.300000;3.037246;3.691667;41.402116;36.433262;27.921599;2.958333;88.333333
374200;6.300000;3.037246;3.691667;41.402116;36.433249;27.921599;2.958333;88.333333
374300;6.300000;3.037246;3.691667;41.402116;36.433235;27.921599;2.958333;88.333333
374400;6.300000;3.037246;3.691667;41.402116;36.433221;27.921599;2.958333;88.333333
374500;6.300000;3.037246;3.691667;41.402116;36.433207;27.921599;2.958333;88.333333
374600;6.300000;3.037246;3.691667;41.402116;36.433193;27.921599;2.958333;88.333333
374700;6.308333;3.037246;3.691667;41.479524;36.433049;27.921603;2.966667;88.333333
374800;6.308333;3.037246;3.691667;41.479524;36.433035;27.921603;2.966667;88.333333
374900;6.308333;3.037246;3.691667;41.479524;36.433021;27.921603;2.966667;88.333333
375000;6.308333;3.037246;3.691667;41.479524;36.433007;27.921603;2.966667;88.333333
375100;6.308333;3.037246;3.691667;41.479524;36.432993;27.921603;2.966667;88.333333
375200;6.308333;3.037246;3.691667;41.479524;36.432979;27.921603;2.966667;88.333333
375300;6.308333;3.037246;3.691667;41.479524;36.432965;27.921603;2.966667;88.333333
375400;6.308333;3.037246;3.691667;41.479524;36.432952;27.921603;2.966667;88.333333
375500;6.308333;3.037246;3.691667;41.479524;36.432938;27.921603;2.966667;88.333333
375600;6.316667;3.037246;3.691667;41.556728;36.409926;27.940332;2.975000;88.333333
375700;6.316667;3.037246;3.691667;41.556728;36.409720;27.940333;2.975000;88.333333
375800;6.316667;3.037246;3.691667;41.556728;36.409665;27.940333;2.975000;88.333333
375900;6.325000;3.032658;3.700000;41.501976;36.408184;27.941590;2.983333;88.333333
376000;6.325000;3.032658;3.700000;41.501976;36.408170;27.941590;2.983333;88.333333
376100;6.325000;3.032658;3.700000;41.501976;36.408116;27.941590;2.983333;88.333333
376200;6.333333;3.032658;3.700000;41.578947;36.407971;27.941594;2.991667;88.333333
376300;6.341667;3.032658;3.700000;41.655716;36.407868;27.941599;3.000000;88.333333
376400;6.341667;3.032658;3.700000;41.655716;36.407813;27.941599;3.000000;88.333333
376500;6.350000;3.034831;3.708333;41.601050;36.323250;28.018097;3.008333;88.333333
376600;6.350000;3.034831;3.708333;41.601050;36.323236;28.018097;3.008333;88.333333
376700;6.350000;3.034831;3.708333;41.601050;36.323222;28.018097;3.008333;88.333333
376800;6.350000;3.034831;3.708333;41.601050;36.323209;28.018097;3.008333;88.333333
376900;6.350000;3.034831;3.708333;41.601050;36.323195;28.018097;3.008333;88.333333
377000;6.350000;3.034831;3.708333;41.601050;36.323181;28.018097;3.008333;88.333333
377100;6.350000;3.034831;3.708333;41.601050;36.323167;28.018097;3.008333;88.333333
377200;6.350000;3.034831;3.708333;41.601050;36.323153;28.018097;3.008333;88.333333
377300;6.350000;3.034831;3.708333;41.601050;36.323139;28.018097;3.008333;88.333333
377400;6.350000;3.034831;3.708333;41.601050;36.323125;28.018097;3.008333;88.333333
377500;6.350000;3.034831;3.708333;41.601050;36.323111;28.018097;3.008333;88.333333
377600;6.350000;3.034831;3.708333;41.601050;36.323098;28.018097;3.008333;88.333333
377700;6.350000;3.034831;3.708333;41.601050;36.323084;28.018097;3.008333;88.333333
377800;6.358333;3.034831;3.708333;41.677588;36.321195;28.018117;3.016667;88.333333
377900;6.358333;3.034831;3.708333;41.677588;36.320964;28.018118;3.016667;88.333333
378000;6.366667;3.034753;3.716667;41.623037;36.284262;28.051203;3.025000;88.333333
378100;6.366667;3.034753;3.716667;41.623037;36.284248;28.051203;3.025000;88.333333
378200;6.366667;3.034753;3.716667;41.623037;36.284234;28.051203;3.025000;88.333333
378300;6.375000;3.032438;3.725000;41.568627;36.243895;28.087652;3.033333;88.333333
378400;6.375000;3.032438;3.725000;41.568627;36.243881;28.087652;3.033333;88.333333
